Order Date,Order ID,Cust. ID,Cust. Name,Cust. Segment,Order Details ID,Product ID,Product Name,Prod. Category,Prod. Subcategory,Prod. Manufacturer,Quantity,Discount,Profit,Profit Ratio,Sales,Shipping Date,Shipping City,Ship State,Ship Region,Ship Post Code,Ship Mode,Year,
7/9/2016,CA-2016-132626,112,Brian Thompson,Consumer,2582,1261,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,Other,3,0.00%,$42.00,50.00%,$84.00,7/14/2016,Clinton,Maryland,East,20735,Standard Class,2016,Jul-2016
7/9/2016,CA-2016-132626,112,Brian Thompson,Consumer,2583,1320,Project Tote Personal File,Office Supplies,Storage,Other,7,0.00%,$28.00,29.00%,$98.00,7/14/2016,Clinton,Maryland,East,20735,Standard Class,2016,Jul-2016
7/9/2016,CA-2016-132626,112,Brian Thompson,Consumer,2584,708,GBC Recycled VeloBinder Covers,Office Supplies,Binders,GBC,9,0.00%,$71.00,46.00%,$153.00,7/14/2016,Clinton,Maryland,East,20735,Standard Class,2016,Jul-2016
7/9/2016,CA-2016-132626,112,Brian Thompson,Consumer,2585,560,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,Eldon,2,0.00%,$20.00,11.00%,$182.00,7/14/2016,Clinton,Maryland,East,20735,Standard Class,2016,Jul-2016
7/9/2016,CA-2016-132626,112,Brian Thompson,Consumer,2586,653,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Technology,Machines,Fellowes,3,0.00%,$209.00,45.00%,$465.00,7/14/2016,Clinton,Maryland,East,20735,Standard Class,2016,Jul-2016
7/9/2016,CA-2016-135314,504,Matt Collins,Consumer,2646,1250,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,Panasonic,3,40.00%,$40.00,15.00%,$270.00,7/14/2016,Philadelphia,Pennsylvania,East,19120,Second Class,2016,Jul-2016
7/9/2016,CA-2016-153626,257,Emily Burns,Consumer,3097,331,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,Binney & Smith,3,20.00%,$1.00,16.00%,$5.00,7/14/2016,Nashville,Tennessee,South,37211,Standard Class,2016,Jul-2016
7/10/2016,CA-2016-107020,545,Mike Vittorini,Consumer,1869,975,Large Capacity Hanging Post Binders,Office Supplies,Binders,Other,2,20.00%,$13.00,33.00%,$40.00,7/14/2016,San Bernardino,California,West,92404,Standard Class,2016,Jul-2016
7/10/2016,CA-2016-149384,262,Eric Hoffmann,Consumer,3004,71,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,ACCOHIDE,3,70.00%,-$2.00,-67.00%,$3.00,7/10/2016,Tempe,Arizona,West,85281,Same Day,2016,Jul-2016
7/11/2016,CA-2016-136469,757,Todd Sumrall,Corporate,2682,980,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,Lesro,4,30.00%,-$37.00,-19.00%,$200.00,7/12/2016,Wilmington,Delaware,East,19805,First Class,2016,Jul-2016
7/11/2016,CA-2016-136469,757,Todd Sumrall,Corporate,2683,1585,Tuf-Vin Binders,Office Supplies,Binders,Other,7,0.00%,$104.00,47.00%,$221.00,7/12/2016,Wilmington,Delaware,East,19805,First Class,2016,Jul-2016
7/11/2016,CA-2016-136469,757,Todd Sumrall,Corporate,2684,1629,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Other,2,0.00%,$193.00,27.00%,$716.00,7/12/2016,Wilmington,Delaware,East,19805,First Class,2016,Jul-2016
7/11/2016,CA-2016-142237,172,Clytie Kelty,Consumer,2825,67,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,Acco,3,70.00%,-$2.00,-80.00%,$3.00,7/13/2016,Philadelphia,Pennsylvania,East,19134,First Class,2016,Jul-2016
7/11/2016,CA-2016-142237,172,Clytie Kelty,Consumer,2826,24,3M Organizer Strips,Office Supplies,Binders,3M,4,70.00%,-$5.00,-73.00%,$6.00,7/13/2016,Philadelphia,Pennsylvania,East,19134,First Class,2016,Jul-2016
7/11/2016,CA-2016-142237,172,Clytie Kelty,Consumer,2827,1149,Newell 333,Office Supplies,Art,Newell,5,20.00%,$1.00,8.00%,$11.00,7/13/2016,Philadelphia,Pennsylvania,East,19134,First Class,2016,Jul-2016
7/11/2016,CA-2016-142237,172,Clytie Kelty,Consumer,2828,1052,"Master Big Foot Doorstop, Beige",Furniture,Furnishings,Other,6,20.00%,$3.00,14.00%,$25.00,7/13/2016,Philadelphia,Pennsylvania,East,19134,First Class,2016,Jul-2016
7/11/2016,CA-2016-142237,172,Clytie Kelty,Consumer,2829,873,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,7,20.00%,$36.00,13.00%,$290.00,7/13/2016,Philadelphia,Pennsylvania,East,19134,First Class,2016,Jul-2016
7/11/2016,CA-2016-142237,172,Clytie Kelty,Consumer,2830,1179,Novimex Fabric Task Chair,Furniture,Chairs,Novimex,8,30.00%,-$73.00,-21.00%,$341.00,7/13/2016,Philadelphia,Pennsylvania,East,19134,First Class,2016,Jul-2016
7/11/2016,CA-2016-142419,691,Shahid Collister,Consumer,2832,1687,Xerox 1896,Office Supplies,Paper,Xerox,3,0.00%,$13.00,45.00%,$30.00,7/13/2016,Seattle,Washington,West,98115,Second Class,2016,Jul-2016
7/11/2016,CA-2016-142419,691,Shahid Collister,Consumer,2833,1648,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Wilson Jones,3,20.00%,$34.00,35.00%,$98.00,7/13/2016,Seattle,Washington,West,98115,Second Class,2016,Jul-2016
7/12/2016,CA-2016-112711,291,Fred McMath,Consumer,2041,1611,Vtech CS6719,Technology,Phones,Other,4,20.00%,$31.00,10.00%,$307.00,7/18/2016,Amarillo,Texas,Central,79109,Standard Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2391,1586,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,Other,2,80.00%,-$3.00,-155.00%,$2.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2392,1134,Newell 32,Office Supplies,Art,Newell,3,20.00%,$1.00,10.00%,$7.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2393,675,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,Other,1,60.00%,-$2.00,-28.00%,$8.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2394,733,Geemarc AmpliPOWER60,Technology,Phones,Other,2,20.00%,$17.00,11.00%,$148.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2395,765,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,Global,9,30.00%,-$5.00,-1.00%,$384.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2396,1611,Vtech CS6719,Technology,Phones,Other,7,20.00%,$54.00,10.00%,$538.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/12/2016,CA-2016-126557,640,Rob Lucas,Consumer,2397,724,GE 2-Jack Phone Line Splitter,Technology,Phones,GE,4,20.00%,$49.00,7.00%,$659.00,7/17/2016,Chicago,Illinois,Central,60610,Second Class,2016,Jul-2016
7/13/2016,CA-2016-114069,557,Natalie DeCherney,Consumer,2080,538,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,2,0.00%,$5.00,47.00%,$10.00,7/15/2016,New York City,New York,East,10035,Second Class,2016,Jul-2016
7/13/2016,CA-2016-114069,557,Natalie DeCherney,Consumer,2081,696,GBC Plastic Binding Combs,Office Supplies,Binders,GBC,2,20.00%,$4.00,36.00%,$12.00,7/15/2016,New York City,New York,East,10035,Second Class,2016,Jul-2016
7/13/2016,CA-2016-114069,557,Natalie DeCherney,Consumer,2082,1378,Safco Contoured Stacking Chairs,Furniture,Chairs,SAFCO,9,10.00%,$322.00,17.00%,"$1,931.00",7/15/2016,New York City,New York,East,10035,Second Class,2016,Jul-2016
7/13/2016,US-2016-107349,676,Sara Luxemburg,Home Office,8661,1644,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,Wilson Jones,6,80.00%,-$67.00,-160.00%,$42.00,7/15/2016,Houston,Texas,Central,77095,First Class,2016,Jul-2016
7/13/2016,US-2016-140851,563,Neil Ducich,Corporate,8831,1726,Xerox 1931,Office Supplies,Paper,Xerox,6,0.00%,$19.00,48.00%,$39.00,7/15/2016,Macon,Georgia,South,31204,Second Class,2016,Jul-2016
7/14/2016,CA-2016-143364,753,Toby Gnade,Consumer,2863,1690,Xerox 1899,Office Supplies,Paper,Xerox,4,20.00%,$7.00,36.00%,$18.00,7/19/2016,Mesa,Arizona,West,85204,Second Class,2016,Jul-2016
7/14/2016,CA-2016-143364,753,Toby Gnade,Consumer,2864,838,"Hon Metal Bookcases, Black",Furniture,Bookcases,Hon,6,70.00%,-$192.00,-150.00%,$128.00,7/19/2016,Mesa,Arizona,West,85204,Second Class,2016,Jul-2016
7/14/2016,CA-2016-143364,753,Toby Gnade,Consumer,2865,1373,SAFCO Boltless Steel Shelving,Office Supplies,Storage,SAFCO,3,20.00%,-$65.00,-24.00%,$273.00,7/19/2016,Mesa,Arizona,West,85204,Second Class,2016,Jul-2016
7/14/2016,CA-2016-143364,753,Toby Gnade,Consumer,2866,1372,SAFCO Arco Folding Chair,Furniture,Chairs,SAFCO,2,20.00%,$50.00,11.00%,$442.00,7/19/2016,Mesa,Arizona,West,85204,Second Class,2016,Jul-2016
7/16/2016,CA-2016-113404,253,Eleni McCrary,Corporate,2066,824,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,Hon,3,20.00%,$79.00,11.00%,$700.00,7/16/2016,San Francisco,California,West,94122,Same Day,2016,Jul-2016
7/16/2016,CA-2016-113404,253,Eleni McCrary,Corporate,2067,818,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,Hon,6,20.00%,-$219.00,-16.00%,"$1,349.00",7/16/2016,San Francisco,California,West,94122,Same Day,2016,Jul-2016
7/16/2016,CA-2016-146948,525,Michael Granlund,Home Office,2952,41,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,Acco,4,0.00%,$5.00,47.00%,$12.00,7/20/2016,Baltimore,Maryland,East,21215,Standard Class,2016,Jul-2016
7/16/2016,CA-2016-146948,525,Michael Granlund,Home Office,2953,1626,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,Other,9,0.00%,$63.00,46.00%,$137.00,7/20/2016,Baltimore,Maryland,East,21215,Standard Class,2016,Jul-2016
7/16/2016,CA-2016-146948,525,Michael Granlund,Home Office,2954,764,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,Global,1,0.00%,$44.00,29.00%,$151.00,7/20/2016,Baltimore,Maryland,East,21215,Standard Class,2016,Jul-2016
7/16/2016,US-2016-166520,427,Katrina Edelman,Corporate,8948,1270,Petty Cash Envelope,Office Supplies,Paper,Other,3,0.00%,$40.00,49.00%,$81.00,7/19/2016,New York City,New York,East,10035,First Class,2016,Jul-2016
7/16/2016,US-2016-166520,427,Katrina Edelman,Corporate,8949,958,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,Kensington,10,0.00%,$192.00,32.00%,$600.00,7/19/2016,New York City,New York,East,10035,First Class,2016,Jul-2016
7/17/2016,CA-2016-121132,781,Victoria Brennan,Corporate,2242,186,Avery 479,Office Supplies,Labels,Avery,3,20.00%,$2.00,33.00%,$6.00,7/24/2016,Houston,Texas,Central,77041,Standard Class,2016,Jul-2016
7/17/2016,CA-2016-121132,781,Victoria Brennan,Corporate,2243,115,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,Advantus,4,20.00%,$3.00,24.00%,$14.00,7/24/2016,Houston,Texas,Central,77041,Standard Class,2016,Jul-2016
7/17/2016,CA-2016-138534,368,Jessica Myrick,Consumer,2744,1429,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,Sauder,2,15.00%,-$14.00,-7.00%,$195.00,7/19/2016,Bakersfield,California,West,93309,Second Class,2016,Jul-2016
7/17/2016,US-2016-149629,530,Michael Paige,Corporate,8856,391,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,Bush,5,20.00%,$6.00,3.00%,$232.00,7/20/2016,Port Saint Lucie,Florida,South,34952,Second Class,2016,Jul-2016
7/18/2016,CA-2016-111206,648,Roland Fjeld,Consumer,1980,1008,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories,Logitech,4,0.00%,$177.00,34.00%,$520.00,7/22/2016,San Diego,California,West,92105,Standard Class,2016,Jul-2016
7/18/2016,CA-2016-122973,600,Pauline Johnson,Consumer,2304,542,Economy Binders,Office Supplies,Binders,Other,2,20.00%,$1.00,36.00%,$3.00,7/20/2016,New York City,New York,East,10024,Second Class,2016,Jul-2016
7/18/2016,CA-2016-122973,600,Pauline Johnson,Consumer,2305,572,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,Eldon,1,0.00%,$2.00,29.00%,$7.00,7/20/2016,New York City,New York,East,10024,Second Class,2016,Jul-2016
7/18/2016,CA-2016-122973,600,Pauline Johnson,Consumer,2306,1277,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,Plantronics,1,0.00%,$37.00,27.00%,$136.00,7/20/2016,New York City,New York,East,10024,Second Class,2016,Jul-2016
7/18/2016,CA-2016-159590,416,Karen Carlisle,Corporate,3244,1134,Newell 32,Office Supplies,Art,Newell,2,0.00%,$2.00,28.00%,$6.00,7/21/2016,New York City,New York,East,10009,First Class,2016,Jul-2016
7/19/2016,US-2016-160150,738,Thais Sissman,Consumer,8903,1638,Wilson Jones DublLock D-Ring Binders,Office Supplies,Binders,Wilson Jones,1,70.00%,-$1.00,-67.00%,$2.00,7/20/2016,Phoenix,Arizona,West,85023,First Class,2016,Jul-2016
7/20/2016,CA-2016-160472,619,Ralph Kennedy,Consumer,3253,1780,Xerox 1981,Office Supplies,Paper,Xerox,5,0.00%,$12.00,45.00%,$26.00,7/25/2016,South Bend,Indiana,Central,46614,Second Class,2016,Jul-2016
7/20/2016,CA-2016-160472,619,Ralph Kennedy,Consumer,3254,1110,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage,Other,1,0.00%,$10.00,28.00%,$35.00,7/25/2016,South Bend,Indiana,Central,46614,Second Class,2016,Jul-2016
7/20/2016,CA-2016-160472,619,Ralph Kennedy,Consumer,3255,1575,Tops White Computer Printout Paper,Office Supplies,Paper,TOPS,2,0.00%,$46.00,47.00%,$98.00,7/25/2016,South Bend,Indiana,Central,46614,Second Class,2016,Jul-2016
7/20/2016,CA-2016-160472,619,Ralph Kennedy,Consumer,3256,1626,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,Other,7,0.00%,$49.00,46.00%,$107.00,7/25/2016,South Bend,Indiana,Central,46614,Second Class,2016,Jul-2016
7/20/2016,CA-2016-160472,619,Ralph Kennedy,Consumer,3257,583,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon,5,0.00%,$38.00,27.00%,$141.00,7/25/2016,South Bend,Indiana,Central,46614,Second Class,2016,Jul-2016
7/20/2016,CA-2016-160472,619,Ralph Kennedy,Consumer,3258,919,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,Imation,5,0.00%,$125.00,15.00%,$831.00,7/25/2016,South Bend,Indiana,Central,46614,Second Class,2016,Jul-2016
7/20/2016,US-2016-122784,660,Russell Applegate,Consumer,8712,237,Avery Durable Binders,Office Supplies,Binders,Avery,5,80.00%,-$4.00,-155.00%,$3.00,7/27/2016,Highland Park,Illinois,Central,60035,Standard Class,2016,Jul-2016
7/20/2016,US-2016-122784,660,Russell Applegate,Consumer,8713,1322,Pyle PMP37LED,Technology,Phones,Pyle,2,20.00%,$13.00,9.00%,$154.00,7/27/2016,Highland Park,Illinois,Central,60035,Standard Class,2016,Jul-2016
7/20/2016,US-2016-122784,660,Russell Applegate,Consumer,8714,1193,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,O'Sullivan,4,30.00%,-$126.00,-33.00%,$385.00,7/27/2016,Highland Park,Illinois,Central,60035,Standard Class,2016,Jul-2016
7/20/2016,US-2016-122784,660,Russell Applegate,Consumer,8715,168,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Atlantic,5,30.00%,-$52.00,-6.00%,$913.00,7/27/2016,Highland Park,Illinois,Central,60035,Standard Class,2016,Jul-2016
7/23/2016,CA-2016-120810,768,Tracy Hopkins,Home Office,2226,295,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,Belkin,3,0.00%,$21.00,30.00%,$69.00,7/27/2016,New York City,New York,East,10009,Standard Class,2016,Jul-2016
7/23/2016,CA-2016-120810,768,Tracy Hopkins,Home Office,2227,875,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,Howard Miller,3,0.00%,$50.00,39.00%,$129.00,7/27/2016,New York City,New York,East,10009,Standard Class,2016,Jul-2016
7/23/2016,CA-2016-124044,521,Melanie Seite,Consumer,2329,35,Acco 3-Hole Punch,Office Supplies,Binders,Acco,3,20.00%,$4.00,35.00%,$11.00,7/26/2016,Rochester,New York,East,14609,Second Class,2016,Jul-2016
7/24/2016,CA-2016-103135,700,Shirley Schmidt,Home Office,1762,570,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Furniture,Furnishings,Eldon,3,0.00%,$6.00,29.00%,$21.00,7/28/2016,Louisville,Kentucky,South,40214,Standard Class,2016,Jul-2016
7/24/2016,CA-2016-103135,700,Shirley Schmidt,Home Office,1763,701,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,GBC,6,0.00%,$41.00,46.00%,$90.00,7/28/2016,Louisville,Kentucky,South,40214,Standard Class,2016,Jul-2016
7/24/2016,CA-2016-103135,700,Shirley Schmidt,Home Office,1765,140,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories,Anker,14,0.00%,$64.00,23.00%,$280.00,7/28/2016,Louisville,Kentucky,South,40214,Standard Class,2016,Jul-2016
7/25/2016,CA-2016-139248,661,Russell D'Ascenzo,Consumer,2757,1107,Motorola L703CM,Technology,Phones,Motorola,5,20.00%,$39.00,6.00%,$624.00,7/30/2016,Los Angeles,California,West,90032,Standard Class,2016,Jul-2016
7/25/2016,CA-2016-148635,534,Michelle Huthwaite,Consumer,2983,1289,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,Other,2,0.00%,$0.00,5.00%,$9.00,7/27/2016,Seattle,Washington,West,98115,Second Class,2016,Jul-2016
7/25/2016,CA-2016-148635,534,Michelle Huthwaite,Consumer,2984,1833,Xerox 228,Office Supplies,Paper,Xerox,2,0.00%,$6.00,48.00%,$13.00,7/27/2016,Seattle,Washington,West,98115,Second Class,2016,Jul-2016
7/25/2016,CA-2016-148635,534,Michelle Huthwaite,Consumer,2985,1211,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,Office Star,2,20.00%,$28.00,5.00%,$562.00,7/27/2016,Seattle,Washington,West,98115,Second Class,2016,Jul-2016
7/25/2016,CA-2016-148635,534,Michelle Huthwaite,Consumer,2986,1435,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,Sauder,5,0.00%,$56.00,8.00%,$705.00,7/27/2016,Seattle,Washington,West,98115,Second Class,2016,Jul-2016
7/25/2016,CA-2016-154291,790,Yana Sorensen,Corporate,3114,1623,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,Other,9,0.00%,$49.00,50.00%,$98.00,7/29/2016,Montgomery,Alabama,South,36116,Standard Class,2016,Jul-2016
7/25/2016,CA-2016-154291,790,Yana Sorensen,Corporate,3115,318,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,Bevis,2,0.00%,$39.00,11.00%,$359.00,7/29/2016,Montgomery,Alabama,South,36116,Standard Class,2016,Jul-2016
7/25/2016,US-2016-150161,652,Ross Baird,Home Office,8858,700,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,GBC,4,70.00%,-$18.00,-73.00%,$25.00,7/29/2016,Philadelphia,Pennsylvania,East,19143,Standard Class,2016,Jul-2016
7/26/2016,CA-2016-127754,183,Cyma Kinney,Corporate,2433,1204,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,Office Star,3,20.00%,$13.00,5.00%,$266.00,7/31/2016,Glendale,Arizona,West,85301,Standard Class,2016,Jul-2016
7/26/2016,CA-2016-136735,327,Helen Andreada,Consumer,2689,116,Airmail Envelopes,Office Supplies,Envelopes,Other,2,0.00%,$79.00,47.00%,$168.00,8/2/2016,San Francisco,California,West,94110,Standard Class,2016,Jul-2016
7/26/2016,CA-2016-143700,16,Alan Shonely,Consumer,2872,608,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,Eureka,2,20.00%,$4.00,35.00%,$10.00,7/26/2016,Philadelphia,Pennsylvania,East,19140,Same Day,2016,Jul-2016
7/26/2016,CA-2016-148180,73,Bart Pistole,Corporate,2972,58,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,Acco,3,20.00%,$3.00,34.00%,$9.00,7/31/2016,Oxnard,California,West,93030,Standard Class,2016,Jul-2016
7/26/2016,CA-2016-148180,73,Bart Pistole,Corporate,2973,1586,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,Other,6,20.00%,$8.00,36.00%,$23.00,7/31/2016,Oxnard,California,West,93030,Standard Class,2016,Jul-2016
7/26/2016,CA-2016-148180,73,Bart Pistole,Corporate,2974,1150,Newell 334,Office Supplies,Art,Newell,5,0.00%,$26.00,26.00%,$99.00,7/31/2016,Oxnard,California,West,93030,Standard Class,2016,Jul-2016
7/26/2016,US-2016-140200,184,Cynthia Arntzen,Consumer,8830,312,Bevis Boat-Shaped Conference Table,Furniture,Tables,Bevis,3,50.00%,-$204.00,-52.00%,$393.00,7/28/2016,Mesa,Arizona,West,85204,First Class,2016,Jul-2016
7/27/2016,US-2016-129553,587,Patrick Gardner,Consumer,8766,1071,Mediabridge Sport Armband iPhone 5s,Technology,Phones,Other,3,0.00%,$0.00,1.00%,$30.00,8/2/2016,Louisville,Kentucky,South,40214,Standard Class,2016,Jul-2016
7/30/2016,CA-2016-132507,173,Corey Catlett,Corporate,2575,584,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,Eldon,4,20.00%,$6.00,10.00%,$62.00,8/3/2016,Houston,Texas,Central,77041,Second Class,2016,Jul-2016
7/30/2016,CA-2016-155334,327,Helen Andreada,Consumer,3148,1352,Regeneration Desk Collection,Furniture,Furnishings,Other,3,0.00%,$2.00,44.00%,$5.00,7/31/2016,San Francisco,California,West,94109,First Class,2016,Jul-2016
7/30/2016,CA-2016-155334,327,Helen Andreada,Consumer,3149,1317,Presstex Flexible Ring Binders,Office Supplies,Binders,Other,3,20.00%,$4.00,38.00%,$11.00,7/31/2016,San Francisco,California,West,94109,First Class,2016,Jul-2016
7/30/2016,CA-2016-155334,327,Helen Andreada,Consumer,3150,1000,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Logitech,7,0.00%,$92.00,44.00%,$210.00,7/31/2016,San Francisco,California,West,94109,First Class,2016,Jul-2016
7/30/2016,US-2016-164966,293,Gary Hansen,Home Office,8941,767,"Global Stack Chair without Arms, Black",Furniture,Chairs,Global,6,0.00%,$39.00,25.00%,$156.00,8/1/2016,Lakeville,Minnesota,Central,55044,First Class,2016,Jul-2016
7/31/2016,CA-2016-111017,712,Steve Chapman,Corporate,1971,72,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Acme,3,0.00%,$16.00,30.00%,$53.00,8/6/2016,Saint Louis,Missouri,Central,63116,Standard Class,2016,Jul-2016
7/31/2016,CA-2016-124891,632,Rick Hansen,Consumer,2357,1816,Xerox 212,Office Supplies,Paper,Xerox,3,0.00%,$9.00,48.00%,$19.00,7/31/2016,New York City,New York,East,10024,Same Day,2016,Jul-2016
7/31/2016,CA-2016-124891,632,Rick Hansen,Consumer,2358,315,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,Bevis,7,40.00%,-$291.00,-27.00%,"$1,091.00",7/31/2016,New York City,New York,East,10024,Same Day,2016,Jul-2016
7/31/2016,CA-2016-124891,632,Rick Hansen,Consumer,2359,1278,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Plantronics,7,0.00%,$762.00,33.00%,"$2,310.00",7/31/2016,New York City,New York,East,10024,Same Day,2016,Jul-2016
7/31/2016,CA-2016-164427,27,Allen Rosenblatt,Corporate,3353,1096,Microsoft Sculpt Comfort Mouse,Technology,Accessories,Microsoft,6,0.00%,$105.00,44.00%,$240.00,8/6/2016,Hattiesburg,Mississippi,South,39401,Standard Class,2016,Jul-2016
8/1/2016,CA-2016-153388,599,Pauline Chand,Home Office,3086,1306,Prang Dustless Chalk Sticks,Office Supplies,Art,Prang,4,0.00%,$3.00,50.00%,$7.00,8/7/2016,Los Angeles,California,West,90004,Standard Class,2016,Aug-2016
8/1/2016,CA-2016-153388,599,Pauline Chand,Home Office,3087,819,Hon 2111 Invitation Series Corner Table,Furniture,Tables,Hon,6,20.00%,-$176.00,-18.00%,"$1,005.00",8/7/2016,Los Angeles,California,West,90004,Standard Class,2016,Aug-2016
8/2/2016,CA-2016-112767,198,Darren Koutras,Consumer,2042,279,Balt Split Level Computer Training Table,Furniture,Tables,Balt,4,50.00%,-$189.00,-68.00%,$278.00,8/6/2016,Springfield,Oregon,West,97477,Standard Class,2016,Aug-2016
8/2/2016,CA-2016-122406,97,Brad Eason,Home Office,2296,925,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,Other,2,0.00%,$4.00,49.00%,$8.00,8/5/2016,Providence,Rhode Island,East,2908,Second Class,2016,Aug-2016
8/2/2016,CA-2016-122406,97,Brad Eason,Home Office,2297,1214,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,Office Star,1,0.00%,$16.00,14.00%,$111.00,8/5/2016,Providence,Rhode Island,East,2908,Second Class,2016,Aug-2016
8/2/2016,CA-2016-122406,97,Brad Eason,Home Office,2298,1281,Plantronics MX500i Earset,Technology,Phones,Plantronics,3,0.00%,$4.00,3.00%,$129.00,8/5/2016,Providence,Rhode Island,East,2908,Second Class,2016,Aug-2016
8/2/2016,CA-2016-122406,97,Brad Eason,Home Office,2299,1013,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,Logitech,2,0.00%,$84.00,42.00%,$200.00,8/5/2016,Providence,Rhode Island,East,2908,Second Class,2016,Aug-2016
8/2/2016,CA-2016-147501,175,Corey-Lock,Consumer,2957,902,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,Ibico,2,20.00%,$2.00,34.00%,$6.00,8/6/2016,Seattle,Washington,West,98105,Standard Class,2016,Aug-2016
